"synthetic_age","synthetic_always_lonely","synthetic_baseline_wellbeing","synthetic_community_cohesion","synthetic_eth_minority","synthetic_financial_crisis","synthetic_health_condition","synthetic_imd_decile_2019","synthetic_income_decrease","synthetic_lonely","synthetic_sex","synthetic_wave_1","synthetic_wave_4","synthetic_Weights"
87,0,0,15,0,1,1,"4",0,0,0,0,2,1.28331709717969
85,3,0,4,0,1,0,"8",0,0,1,2,0,0.773275363530062
61,3,0,7,1,1,1,"3",1,1,1,10,12,1.25675165869815
74,3,0,11,0,1,0,"9",1,1,1,4,4,0.865329645608876
76,3,1,8,0,1,1,"8",0,1,1,4,0,1.62762084232072
52,3,2,4,0,1,1,"3",1,1,1,5,3,0.778134118752014
82,3,9,6,0,1,1,"2",1,1,1,11,11,0.923396425929817
30,4,0,4,0,1,1,"9",1,0,1,2,0,1.22230347159384
26,3,2,19,0,1,1,"5",1,0,0,0,0,1.0421812785588
59,2,3,14,0,1,1,"3",1,1,0,4,0,0.558579276138273
52,0,0,17,0,1,0,"10",1,1,0,5,7,0.82017744394169
61,3,8,16,0,1,1,"8",1,0,0,3,0,0.955704187403328
76,3,4,15,0,1,0,"5",1,1,1,12,11,0.866669697966786
39,3,0,15,0,1,0,"9",1,1,0,12,10,0.986661559516724
28,1,1,4,1,0,1,"6",0,1,1,1,0,0.968988382099225
35,0,1,18,0,0,1,"9",0,1,1,1,1,1.00701591560691
67,1,0,13,0,1,0,"10",1,0,1,8,11,1.00153364324445
31,3,6,15,0,1,1,"4",0,1,0,10,8,0.821090132757376
73,2,1,12,0,1,0,"8",1,1,1,5,2,1.83491027520056
59,0,3,6,0,0,0,"1",0,0,1,0,1,1.10095713624158
66,0,1,15,0,0,0,"9",0,0,1,1,0,0.914043338176483
78,0,7,13,0,0,1,"1",0,0,1,1,0,0.836908058473
49,2,3,18,0,1,0,"9",1,1,0,4,5,1.33201719078967
50,0,0,4,0,0,0,"10",1,1,0,2,2,0.394827312125034
26,1,0,9,0,0,0,"10",0,1,0,3,0,0.817464708987072
45,2,0,5,0,0,1,"7",1,1,0,0,0,0.906922622426606
92,0,0,10,0,1,1,"8",0,0,1,1,0,0.885012759380823
38,0,1,14,0,0,1,"5",0,0,1,0,1,0.956805730954916
17,0,1,15,0,0,0,"9",1,0,1,1,0,1.12586027069614
34,4,0,14,0,1,1,"5",1,1,1,10,8,0.611577655605604
31,4,1,4,0,1,0,"10",1,1,1,7,1,1.44445543504396
86,4,2,4,0,0,1,"3",0,0,0,2,0,0.873047524986654
78,4,1,17,0,1,1,"8",0,1,1,6,4,0.708721428102921
32,0,2,19,0,0,0,"8",1,1,1,1,1,0.935711856388289
91,0,0,11,0,1,1,"5",1,0,0,3,8,1.05964481579063
80,0,3,11,0,1,0,"8",1,0,1,2,0,0.626675449009669
42,2,0,9,0,0,0,"8",0,0,0,0,5,0.876228076962392
39,0,0,9,0,0,1,"10",0,0,0,0,0,1.34410727821174
92,1,0,14,0,1,1,"9",0,0,1,1,1,1.51011302844507
91,4,1,7,0,1,1,"2",0,0,1,1,0,1.07848004653728
58,1,0,19,1,0,0,"4",1,0,1,1,0,1.7570162607779
69,3,0,10,0,1,0,"6",1,1,1,5,1,0.406079092448203
67,3,2,19,0,1,1,"9",1,1,1,12,12,0.582688853221615
58,1,1,4,0,0,1,"4",0,0,0,0,1,0.723980652956376
46,3,0,17,0,1,1,"1",1,1,0,2,0,0.934931033897528
49,2,0,14,1,0,1,"6",0,0,1,1,0,1.69105169889095
92,1,1,19,0,1,0,"4",1,1,1,7,11,0.89646377308502
43,3,0,7,1,0,1,"1",0,1,0,0,1,0.58484646225115
63,2,2,10,0,1,1,"1",1,1,1,11,11,0.507101251992147
20,3,12,13,0,0,0,"3",1,1,1,10,12,0.687826759224042
64,3,0,6,0,0,0,"4",0,1,0,3,3,0.808724565596112
61,4,1,8,0,0,0,"10",0,1,0,2,1,0.875929032369128
79,4,0,13,0,1,0,"6",0,1,1,2,1,0.885099056181979
22,4,5,16,1,1,0,"4",1,1,0,6,8,0.873503428624634
46,1,0,17,0,0,0,"1",1,0,1,0,1,2.10354193401536
60,0,3,14,0,1,0,"4",0,1,0,1,2,2.05681322562356
21,0,0,18,0,0,0,"10",1,1,1,1,0,1.13465472406367
78,0,0,15,0,1,1,"5",1,1,0,2,2,0.77290578222571
52,2,0,10,0,1,1,"10",1,0,1,0,0,0.614526034076868
91,3,0,17,0,1,0,"5",1,1,0,2,3,1.7893390995991
37,4,0,17,0,1,1,"3",1,1,0,4,2,1.16236740229203
29,4,5,4,0,0,0,"6",0,0,1,3,0,0.948450754159794
71,0,0,13,0,1,1,"8",1,0,0,1,0,0.920005887358137
45,4,0,11,0,1,1,"8",1,1,1,5,0,1.31809847991151
89,2,1,8,0,1,0,"10",0,1,1,2,1,0.845289139561139
36,2,0,6,0,0,0,"8",1,1,0,1,0,1.3419662328736
61,3,1,4,-99,1,1,"10",1,1,1,12,2,1.38306428335182
55,0,8,17,0,0,1,"6",0,1,1,2,3,0.722103457542295
29,4,1,13,0,0,0,"9",0,1,0,0,0,1.56631310036263
52,4,1,14,0,1,1,"7",1,0,1,5,0,0.868396701037517
91,0,1,15,0,1,0,"7",1,0,1,0,1,1.14136234905197
73,3,0,20,0,1,0,"5",0,1,0,0,1,2.59846836652659
36,3,1,6,0,0,1,"6",1,0,0,1,0,1.20348790144649
60,2,1,6,0,1,1,"10",0,1,1,4,1,1.27581653536013
53,2,0,12,1,0,0,"2",0,0,1,4,1,1.84856539533576
87,1,0,9,0,1,1,"10",0,0,1,1,3,1.22724575513013
87,2,1,7,0,1,0,"2",1,1,1,1,1,0.914830554555732
17,2,1,15,0,0,1,"10",0,0,1,1,0,1.37966351642064
85,4,2,17,0,1,1,"3",0,1,0,4,4,0.565729264155236
43,4,0,19,0,0,0,"3",0,0,1,0,1,1.2976829819822
71,3,0,20,0,1,1,"4",1,1,1,4,1,0.895080168408313
92,0,1,14,0,1,0,"9",1,0,1,4,3,0.923858459924688
61,2,0,6,0,0,1,"8",0,1,0,0,1,1.86421068101875
70,1,0,16,0,0,0,"1",0,0,1,1,0,1.08256145863709
51,0,0,19,0,0,0,"4",1,1,1,0,2,0.523385120754729
84,2,1,17,0,1,0,"7",1,1,0,2,3,0.793888190959991
45,1,0,5,0,0,0,"5",0,1,0,1,0,0.790351215093259
52,2,6,15,0,1,1,"9",1,1,0,8,4,1.42638013830687
64,0,1,17,0,1,0,"6",0,0,0,1,0,0.986543734862336
24,2,0,17,0,1,0,"4",1,1,0,5,3,0.595516653917233
27,0,0,16,0,0,0,"7",1,0,1,1,0,1.47698893505591
66,0,1,18,0,1,0,"10",1,0,0,0,0,1.37721155950674
90,0,5,9,0,1,1,"1",0,0,0,8,10,0.575536936122949
34,1,0,20,0,0,0,"5",1,0,1,0,0,1.60262896521698
59,1,0,17,0,1,1,"4",0,1,0,3,4,0.746724252895374
67,4,1,12,0,1,0,"7",1,1,1,5,2,0.886309594078567
30,1,5,6,0,0,0,"9",0,0,1,0,1,1.05024414895416
50,4,0,8,0,1,1,"10",0,1,1,5,2,1.15539386839366
58,3,0,6,0,0,0,"7",0,1,0,1,1,0.690411907004143
34,4,3,15,0,0,0,"2",0,0,1,3,0,0.712407054465082
35,1,0,12,0,0,0,"7",0,1,1,3,6,1.05015365346493
92,0,1,14,0,1,0,"9",1,1,1,1,0,1.0605101800152
56,0,1,17,0,0,0,"7",0,1,1,2,3,0.778333001101375
89,2,0,4,0,0,0,"7",1,0,0,0,0,2.41948349390448
24,0,0,9,0,0,0,"9",0,1,0,1,2,1.06219517559646
53,1,3,13,0,0,0,"7",0,0,1,0,0,0.943994327021397
40,1,0,14,0,0,1,"2",0,0,1,1,0,0.787586393361734
57,4,0,5,0,1,1,"9",0,1,1,5,0,1.18784225421061
22,0,0,8,0,0,0,"9",0,0,1,0,1,0.944107480138788
53,3,0,10,0,0,1,"8",0,0,0,0,2,1.23953972182458
35,1,3,9,0,0,1,"3",0,1,1,0,0,1.21208420966082
66,0,0,14,0,0,0,"4",0,0,1,0,2,0.701095678539655
92,2,1,20,0,1,0,"6",0,0,0,1,1,0.863441517447799
29,1,0,17,0,0,0,"1",1,0,1,2,3,1.61990526939605
35,1,2,14,0,0,1,"2",0,1,1,0,1,0.871793817605034
26,0,1,11,0,0,1,"2",0,1,1,6,6,1.00859385129277
39,3,3,11,1,0,1,"2",0,1,1,5,5,0.787555495776433
26,4,7,5,0,1,1,"7",1,0,1,11,4,0.983941308115147
28,0,0,4,0,0,1,"7",0,1,0,2,0,1.39561056145561
58,0,1,19,0,0,1,"9",0,0,1,1,1,0.631012810416926
45,0,0,16,1,0,1,"4",1,0,1,2,2,1.22562934037249
89,3,2,16,0,1,0,"8",1,1,0,4,2,1.04102629835723
21,3,3,9,0,0,0,"10",0,1,0,3,1,1.46793374000539
32,0,0,13,1,0,0,"8",1,0,1,1,0,0.86454322133828
37,0,0,9,0,0,0,"5",1,1,1,1,0,0.569304756457247
25,0,0,5,0,0,1,"6",0,1,1,0,2,0.513027960778459
27,0,0,16,0,0,1,"6",0,0,1,1,1,0.674699999213377
68,0,5,4,0,0,0,"10",0,0,0,0,4,0.533045556900475
73,4,0,20,0,1,1,"8",1,1,1,4,0,1.21915529970224
22,4,12,6,0,0,0,"4",1,0,1,7,4,0.662602654107197
57,3,9,4,0,1,0,"4",1,1,1,11,11,1.16140034673555
86,4,3,4,0,0,0,"5",1,1,0,2,0,0.864014220308459
40,2,9,9,0,1,1,"4",1,0,0,10,12,0.452283248844631
73,0,11,18,0,0,0,"6",1,1,1,3,0,0.711524864546845
76,4,0,8,0,0,1,"8",1,1,0,0,0,1.17766155460311
76,3,12,9,0,1,1,"10",1,0,1,7,1,0.626490695539467
65,4,0,20,0,1,0,"10",1,1,1,7,5,0.812544225949961
47,4,1,12,0,1,0,"10",1,1,1,12,10,0.86405875347761
58,1,4,15,0,1,0,"7",1,0,0,7,12,0.509743369172102
27,3,0,8,0,0,1,"7",0,1,0,2,0,1.0074878054371
28,2,2,8,0,0,0,"1",1,0,1,0,0,0.819975624037627
31,0,5,13,0,0,0,"4",1,1,1,5,0,0.250184919167088
80,4,2,17,0,1,1,"10",0,1,1,2,0,1.05878419385301
86,1,0,17,0,1,0,"9",0,1,0,3,12,1.12295819759229
87,2,0,18,0,1,1,"8",1,1,1,0,0,1.18679723529615
34,4,9,15,0,0,0,"2",0,1,1,11,12,0.931328815599475
49,2,0,11,1,0,1,"2",0,0,1,0,1,1.01056061320138
69,0,3,12,0,1,1,"10",1,0,1,8,10,0.90694152120638
89,1,1,15,0,1,1,"2",0,1,0,2,1,0.836304921331127
65,2,11,15,1,0,0,"8",0,1,1,8,12,0.559744744740407
26,3,3,18,0,1,0,"2",0,0,0,4,2,0.77882739773943
73,4,0,15,0,1,1,"8",0,1,1,2,0,1.14313227723769
58,2,1,17,0,1,1,"8",1,0,0,1,1,0.917484473229055
32,2,1,6,0,0,1,"6",0,1,0,2,3,1.28511497582217
81,0,0,17,0,1,0,"5",0,0,0,0,0,1.09757023056476
92,2,9,13,0,1,1,"5",1,0,1,9,10,0.481929097775134
66,2,1,5,0,1,0,"4",1,1,1,3,0,0.826137967868144
79,4,5,15,0,1,0,"7",1,1,1,6,1,0.559410464465033
87,1,0,18,0,1,0,"9",1,1,0,1,7,0.566227405882007
60,4,1,19,0,1,1,"6",1,0,0,2,2,2.14772414905793
39,4,0,9,0,1,1,"10",1,1,1,5,1,0.81777786165876
85,4,2,14,0,1,0,"3",1,1,1,3,0,0.934184385620098
48,4,1,5,0,1,1,"8",0,1,1,8,8,0.461164396934148
23,2,2,7,0,0,0,"9",0,1,0,3,2,1.72742996085176
27,4,2,10,0,0,0,"6",0,1,0,1,1,0.569090483270187
84,1,2,16,0,1,0,"6",1,0,0,2,0,0.482728153729683
67,4,0,9,0,1,1,"10",0,1,1,6,1,0.773674800660871
60,0,0,16,0,1,1,"8",1,0,0,0,2,2.01085047329431
87,0,0,10,0,1,0,"8",1,1,1,4,3,0.982762291102188
76,0,0,17,0,1,0,"7",0,1,0,1,5,0.455088084420285
61,2,0,18,0,0,1,"1",0,1,1,0,0,1.45863126014971
70,0,1,12,0,1,0,"2",1,0,0,0,1,0.675769106941912
52,0,0,18,1,0,1,"7",1,0,1,0,1,0.823224221908592
42,3,2,17,0,1,0,"5",1,1,0,4,0,0.895271364487534
26,0,1,9,0,0,0,"10",0,0,1,1,0,0.957855137263429
82,4,0,15,0,1,1,"8",0,1,1,4,0,1.27174754447326
23,2,1,7,0,0,0,"8",0,1,0,2,1,1.0406026167006
62,3,0,20,0,1,0,"5",0,1,0,0,2,2.75394611346644
89,4,11,13,0,1,0,"3",1,1,1,11,10,0.58852087318751
72,3,11,6,0,1,1,"5",1,1,1,9,11,0.611608156120387
38,1,0,18,0,0,1,"4",0,1,1,1,0,0.815742791398374
51,1,1,9,1,0,0,"7",0,1,1,2,0,0.558210978175305
54,4,0,12,0,1,0,"3",1,1,1,9,9,1.00428857179201
73,4,0,9,0,1,0,"9",0,1,1,0,0,0.954291363339987
47,0,1,10,0,0,0,"5",0,1,1,2,0,0.642643508710903
89,4,0,5,0,0,0,"3",0,1,0,0,0,2.47726475969325
49,1,0,8,1,0,0,"5",0,1,1,0,0,1.54891794021443
70,3,0,7,0,1,1,"10",0,1,1,3,0,0.741502999549005
17,4,0,6,0,1,1,"9",1,1,1,6,3,0.641994697641935
57,3,0,18,0,1,0,"3",0,1,0,6,2,0.651380898651001
58,2,3,17,0,0,1,"2",0,0,1,0,0,1.13738447675818
71,0,0,10,0,1,0,"8",1,1,1,0,0,0.599611745341943
51,4,0,14,0,1,0,"10",1,1,1,7,4,1.23387851408463
64,4,0,14,1,0,0,"10",0,0,0,0,0,1.19009841735621
76,1,10,17,1,0,0,"6",0,1,1,7,11,1.09228113782347
92,1,0,14,0,1,0,"10",1,0,1,0,0,1.01367256341392
68,2,9,9,0,1,0,"3",1,1,0,10,11,0.952578367711187
63,0,0,12,0,1,1,"10",1,0,1,1,0,1.13425099160847
39,3,1,16,0,0,0,"2",0,0,1,3,0,0.772214714564104
28,2,2,12,0,0,1,"10",0,1,1,0,0,0.839419618213252
27,3,0,5,1,0,1,"8",0,1,1,2,0,1.29769701958821
51,3,0,7,0,0,0,"7",0,1,0,2,0,1.33268570677966
38,1,0,17,0,0,0,"10",0,0,1,0,0,1.3359450838837
55,1,0,4,0,0,1,"8",1,0,0,0,0,1.42235773429383
27,0,0,19,0,0,1,"5",1,1,1,0,0,1.36298031505906
80,4,10,19,0,1,1,"6",1,0,1,10,9,1.23998321876404
24,1,6,15,0,1,0,"8",1,1,0,6,1,0.676636217150296
48,1,1,19,0,1,1,"7",0,0,0,4,5,0.521980922914335
68,0,0,14,0,1,1,"6",1,1,0,0,1,0.885622356001128
64,0,1,18,0,0,0,"7",0,0,1,0,0,1.05544736781685
49,0,1,18,0,0,0,"8",0,1,1,3,1,1.00808640621021
88,3,8,14,0,1,1,"5",1,0,0,1,3,1.00187114315252
39,4,0,16,0,0,0,"1",0,1,1,1,0,1.13172091198056
48,2,2,7,0,0,0,"9",0,0,0,0,0,0.892945987129217
34,3,5,4,0,0,1,"2",0,1,0,9,0,0.924013621655148
83,3,9,16,0,1,1,"8",1,0,0,1,0,1.36611314007981
33,1,0,11,0,0,1,"2",0,0,1,0,0,1.78490411473214
39,1,0,12,0,0,0,"9",0,0,1,1,0,1.39878844130124
73,4,0,13,0,1,0,"9",0,0,1,3,1,0.878670187934421
35,1,0,19,0,1,1,"7",1,0,0,0,0,1.26280191792732
66,0,0,17,1,0,1,"6",0,1,1,2,3,0.974357118505324
92,0,0,8,0,1,0,"7",1,0,1,0,1,1.73542202554676
78,2,3,12,0,1,1,"1",0,0,0,7,5,0.557870780057058
58,2,11,13,0,0,1,"2",0,1,1,7,5,0.546966598086672
43,2,11,15,-99,1,1,"8",1,1,1,2,0,1.2561941872997
28,0,2,14,0,0,1,"2",1,0,1,4,1,0.868647929811561
17,3,1,20,0,0,0,"2",1,0,1,3,0,1.12062987302645
80,1,3,10,0,1,1,"10",1,0,1,0,0,0.99181310205774
54,2,0,18,0,1,1,"2",0,1,0,0,1,1.30425578441428
63,0,1,13,1,0,0,"5",0,0,1,0,1,0.740695011195993
52,4,3,10,0,1,1,"10",0,1,1,8,5,0.930821394097623
38,4,2,5,0,0,0,"6",0,1,0,11,9,0.697988903924474
25,2,1,20,0,0,1,"8",0,0,1,1,0,1.20222928115724
50,4,0,8,0,1,1,"4",1,0,1,5,2,0.67279708717492
32,4,3,5,0,1,1,"7",1,1,1,9,5,0.887638403307745
55,0,9,7,0,1,1,"6",1,1,0,12,12,1.20351950909227
25,2,0,6,0,0,1,"7",0,1,0,6,1,1.24749448250221
63,1,0,16,0,1,1,"9",1,0,1,0,0,0.929262159258843
79,1,4,14,0,1,1,"5",1,0,0,0,1,0.800287394589309
90,2,11,8,0,1,1,"1",1,0,0,3,0,0.939337152488102
36,2,0,16,0,0,0,"9",0,1,1,1,0,1.0398029036067
47,4,2,16,0,1,0,"1",1,0,0,5,0,0.408522475804978
44,0,1,11,0,0,0,"6",0,0,1,3,5,1.40121239239597
37,4,1,9,0,1,1,"10",1,1,1,3,0,1.70990644196199
64,1,6,7,0,1,1,"10",1,0,1,0,1,0.751770571164264
53,2,0,15,0,1,1,"2",1,1,0,2,1,1.05010164034529
25,0,0,19,0,1,0,"3",0,0,0,1,0,0.876650131479453
55,0,0,13,0,0,1,"4",0,1,1,0,1,0.821927030716672
69,2,1,20,0,1,1,"10",1,0,0,1,2,1.02162180521546
30,4,3,18,0,1,1,"4",0,1,0,12,1,1.01485225956393
46,0,0,16,0,0,0,"5",0,1,1,1,1,1.2084633922917
38,1,0,4,0,1,1,"10",1,1,1,3,1,1.04567507131588
70,1,0,7,0,1,0,"10",1,1,1,4,1,1.05262288364114
43,1,1,7,0,0,0,"10",0,1,0,1,2,1.11945536135991
62,2,1,8,0,0,0,"10",0,0,0,0,0,2.15125652708776
29,1,0,11,0,0,1,"4",0,1,1,0,2,1.38730760488583
21,1,0,15,0,0,0,"8",1,0,1,1,0,1.2807413422202
56,3,0,15,0,1,1,"9",1,1,0,12,4,0.845639364164771
86,2,5,14,0,1,1,"7",1,1,0,6,3,0.498274306164958
51,3,1,15,0,0,0,"2",0,0,1,0,0,0.810921686155792
51,3,4,19,0,0,1,"3",0,0,1,0,1,1.99707147240703
67,2,0,19,0,1,1,"9",1,0,0,0,0,1.2359514630788
18,0,0,4,0,0,1,"3",0,0,1,0,0,1.06664381241735
43,1,0,9,0,0,0,"1",0,0,1,1,0,0.91715897724305
21,4,0,20,0,0,0,"7",1,0,1,5,5,0.77447027060239
59,4,2,15,0,1,1,"7",1,1,1,11,7,1.13155308048888
32,3,1,10,0,0,0,"1",0,1,1,4,0,1.35654007458534
53,4,1,18,-99,1,0,"7",0,0,0,0,0,0.739578098101808
74,1,0,8,0,1,0,"7",1,1,1,2,0,1.28185631538508
88,4,1,8,0,0,0,"7",0,1,0,0,0,0.704619432779936
83,2,3,10,0,1,1,"5",0,1,1,4,4,0.462357150551156
28,4,1,9,0,1,1,"10",1,1,1,6,0,0.892611481814684
79,3,0,12,0,1,1,"4",1,1,1,4,0,1.18236030491297
50,0,1,13,0,0,1,"3",0,0,1,0,1,1.0718768932557
59,0,1,15,0,1,0,"3",0,0,0,1,0,0.748343987916877
86,4,2,-99,0,1,0,"4",0,1,0,0,1,1.33598668753566
42,4,0,9,0,1,1,"10",1,0,1,5,2,0.647356920970264
83,3,0,4,0,1,0,"5",0,1,1,2,0,1.02833097930609
27,4,0,19,0,1,0,"6",1,1,0,1,0,0.5605435824125
31,1,1,11,0,0,0,"4",0,0,1,0,2,0.913015946474558
52,2,0,8,0,1,0,"10",1,1,1,4,3,0.753118280177185
67,3,0,6,0,0,1,"4",0,0,0,1,0,1.23091348975649
78,4,1,8,0,1,0,"6",0,0,1,4,1,0.672359878503882
29,0,3,14,0,0,1,"10",0,0,1,0,1,1.42358164948149
81,4,1,19,0,1,0,"8",1,0,1,7,2,0.785638426615562
42,0,3,18,1,1,1,"7",0,0,0,1,0,1.13090847276112
92,3,2,12,0,1,1,"7",0,1,1,3,0,1.35590403867709
56,4,0,8,0,0,1,"9",1,1,0,0,1,0.754309811305835
62,0,1,18,0,0,1,"3",0,0,1,0,0,1.0032251610079
34,0,4,8,1,0,0,"8",0,0,0,1,1,0.721448060147294
18,4,4,6,0,0,0,"3",1,1,0,4,0,0.454890945241061
87,0,0,10,0,1,1,"8",0,0,1,0,1,1.48310216672731
89,0,1,17,0,1,1,"4",0,1,1,0,0,0.461351834950109
39,2,1,9,0,0,1,"9",0,0,0,0,1,1.28528845676669
38,4,7,5,0,1,0,"7",1,0,1,12,8,1.07362681180308
25,0,5,10,0,0,0,"9",0,0,1,3,2,1.05803040645107
91,4,1,9,0,1,0,"6",0,0,1,1,0,1.45033986958103
31,2,0,12,0,1,1,"4",1,1,0,12,3,0.726012253559521
27,1,1,19,0,1,1,"5",0,0,0,1,0,1.61935236280726
79,3,4,5,0,1,0,"2",1,1,1,5,3,1.27277575664523
78,3,1,15,0,1,1,"9",1,1,1,0,0,1.57215972814272
56,4,9,20,0,1,1,"10",1,1,1,12,12,0.870073980821003
31,0,0,18,0,0,0,"8",0,1,1,0,1,0.79309480501375
24,0,0,14,0,0,1,"4",1,0,1,0,0,0.679339432739847
82,3,1,14,0,1,1,"4",1,1,0,2,0,0.623995185129004
77,1,1,6,0,1,1,"10",0,0,1,1,0,1.044696806517
88,1,0,6,0,0,1,"10",0,0,0,0,3,0.825463722270036
69,4,1,7,0,1,0,"9",0,1,1,8,4,0.906004043484457
22,0,1,9,1,0,0,"8",0,0,0,0,1,0.996066443970582
36,4,9,5,0,1,1,"4",1,1,1,12,10,0.451867902792305
71,2,0,17,0,1,1,"9",1,0,0,0,1,1.25281192070496
56,3,1,19,0,0,0,"3",0,0,1,1,0,0.691170209018308
70,4,2,7,0,1,1,"3",0,1,1,9,6,1.19692052193613
37,0,1,7,0,0,0,"5",0,1,1,3,0,0.768385602139724
57,3,0,19,0,1,1,"9",1,0,0,0,0,1.39028996988693
66,0,0,13,0,1,1,"9",1,1,1,6,12,1.04407333449289
63,3,8,19,0,1,1,"6",0,0,0,4,3,0.581033978712539
79,4,3,7,0,1,0,"6",0,1,1,3,2,0.48862509064667
44,0,5,10,0,1,1,"6",1,1,0,11,11,0.541114742199056
73,4,0,10,0,1,1,"2",1,1,1,2,0,0.667444973287996
27,4,2,4,0,1,1,"6",1,1,1,10,7,0.761576649677465
81,2,0,-99,0,0,0,"5",0,0,0,1,0,0.960359147940048
48,3,1,7,0,0,0,"10",1,1,0,1,2,0.857045993122388
76,2,9,15,-99,0,1,"10",0,1,1,0,0,0.539716463576239
82,3,2,17,0,1,0,"9",0,1,1,6,2,0.992798121156132
81,0,0,10,0,1,1,"6",1,1,1,2,0,1.19731386217264
21,0,9,4,1,0,0,"10",1,1,1,4,3,0.485544799601708
88,3,10,13,0,1,0,"9",1,1,1,7,9,0.814680542162022
51,4,6,7,0,1,0,"5",1,1,1,11,9,0.902836266143315
92,3,2,18,0,1,0,"5",0,0,0,2,0,1.51546217880207
61,4,6,7,0,1,0,"8",1,0,1,7,2,0.679681103566511
46,1,2,19,0,0,1,"6",0,0,1,0,0,0.724789188447242
50,1,0,19,0,1,1,"5",0,0,0,4,1,0.46876858380917
81,4,2,16,0,1,0,"5",1,1,1,7,1,0.71148488858395
29,0,10,13,0,0,1,"6",1,1,1,6,8,0.725529430127678
17,3,0,7,1,0,0,"3",0,1,0,6,1,0.584626611771048
23,0,1,8,0,0,1,"10",0,1,1,3,1,0.862237277889918
75,2,3,5,0,0,1,"7",0,0,0,0,0,1.19669627927582
53,1,0,-99,0,1,1,"8",1,0,0,2,0,1.91254393916571
47,1,1,7,0,0,1,"10",0,0,0,1,0,1.15374531461125
67,4,3,12,0,1,1,"3",1,1,1,10,6,0.890644849079006
39,2,0,14,0,0,0,"3",0,0,1,1,0,1.31313637294146
45,0,0,17,0,1,1,"10",1,0,0,0,0,1.54970550090397
25,4,2,10,0,0,0,"6",0,1,0,3,0,1.22147922241135
34,0,3,6,1,0,1,"2",1,0,1,3,0,1.40381290580608
33,4,0,8,0,1,1,"7",0,1,1,10,11,0.708808992402444
28,0,1,4,0,0,0,"8",0,0,1,1,0,0.837699897584462
66,2,0,6,0,0,0,"7",0,1,0,0,0,1.24354772572325
73,0,7,17,0,1,0,"10",0,0,0,5,7,0.479063277127585
54,4,1,11,0,1,1,"6",1,0,1,5,0,0.609182359757483
85,1,3,16,0,1,0,"10",1,0,1,0,0,1.26616056626547
90,1,5,17,0,1,0,"7",0,1,0,0,0,0.510239325479124
74,3,0,19,0,1,1,"9",1,0,1,3,1,1.48791742963634
31,3,6,13,0,0,0,"8",0,1,1,4,2,0.91203165356292
43,0,2,14,0,0,0,"5",0,0,1,8,12,1.24182803676353
85,3,7,17,0,1,1,"9",1,0,1,2,0,0.505092923282315
31,1,0,9,1,0,1,"9",0,0,0,0,0,1.06088926243176
75,4,10,8,1,1,1,"10",1,1,1,6,2,0.542288498808656
27,3,2,10,1,0,0,"9",1,0,0,2,0,1.08814994756011
57,3,1,7,0,1,1,"7",1,0,1,3,0,0.992211880182072
87,3,8,7,0,1,0,"3",0,1,1,10,11,0.761417863834866
70,3,11,11,0,1,0,"3",1,1,0,12,12,0.722696246905233
66,3,0,16,0,1,0,"9",1,0,0,7,4,0.718535922042763
25,2,0,5,0,0,1,"6",0,0,0,5,0,0.591164492652119
83,3,5,9,0,1,1,"8",0,0,1,2,1,0.93081730442778
58,4,0,19,0,1,0,"9",1,1,1,8,12,1.54225894344494
83,2,0,17,0,1,1,"4",1,1,1,0,1,1.55458221459428
25,1,5,6,0,0,0,"5",1,0,1,1,0,0.756035445840729
59,0,3,20,0,0,0,"8",0,0,1,0,0,1.92092966265453
34,0,7,7,0,0,0,"10",0,0,1,4,0,1.07906241393775
23,3,2,18,0,1,1,"4",0,0,0,5,0,0.899434945468423
60,2,2,5,0,0,0,"6",0,1,0,2,3,1.31833181772276
42,3,1,18,0,1,1,"3",0,1,0,4,2,1.43879272823343
30,0,1,12,0,0,0,"5",1,1,1,2,3,0.9171374832741
18,2,1,16,0,1,0,"3",0,1,0,4,2,0.961206333497058
73,1,0,20,0,1,0,"9",1,0,0,1,5,0.78681419328107
74,4,0,12,0,1,1,"8",0,1,1,3,1,2.25440716681826
35,1,3,8,0,0,0,"5",0,1,1,0,1,1.28393958388026
22,1,5,14,0,1,1,"2",0,1,0,8,9,0.999583541669842
46,4,0,8,0,0,1,"7",0,0,0,1,0,1.26451764440764
64,3,1,8,0,1,0,"9",1,0,1,6,0,1.01841596920465
82,4,0,18,0,1,1,"1",1,0,1,3,2,0.833782628879291
88,2,12,6,0,1,1,"3",1,1,0,9,8,0.73873614034993
61,2,0,11,0,1,1,"8",1,1,1,3,1,0.771553050867592
21,4,5,8,0,0,0,"8",0,0,0,0,0,0.788296929405818
21,2,7,13,0,1,1,"8",1,1,0,11,4,0.971199613363725
21,0,0,9,0,0,0,"7",0,1,1,6,10,1.26875700009718
67,4,0,20,0,1,0,"9",1,1,1,6,1,1.38150290269295
24,2,1,18,0,0,1,"1",1,0,1,0,2,0.55036628140778
55,1,0,9,0,0,1,"10",0,0,0,0,1,0.855403144271738
89,3,0,20,0,1,0,"9",1,0,0,0,2,0.494393817432176
73,0,1,17,1,0,1,"3",0,0,1,1,0,2.13655958303916
43,1,1,7,1,0,1,"8",0,0,1,0,1,0.791167301901834
42,4,0,6,0,1,0,"5",1,1,1,9,3,0.585337497852957
28,2,0,5,0,0,0,"9",1,1,0,4,1,0.911603216537199
